name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
"21 Hungarian Dances, WoO 1: Hungarian Dance No. 5 in G Minor. Allegro (Orch. Schmeling)",Brahms: 21 Hungarian Dances,Johannes Brahms,1984-01-01,138706,62,0.899,0.358,0.167,0.96,0.103,-16.0,0.0354,144.561,0.601,4,7,0,spotify:track:2oLjhx7w8Hyd3gry9cCXr7,1984,2020,alpha,C1366
Jolie Coquine,Caravan Palace,Caravan Palace,2008-10-20,226800,47,0.00734,0.745,0.935,2.1e-06,0.124,-5.792,0.373,125.035,0.588,4,4,0,spotify:track:0OuWBW2Q299zvZCdLUPlLx,2008,2020,alpha,C1475
Be Mine,Be Mine,Ofenbach,2016-11-25,161322,72,0.194,0.779,0.666,0.000556,0.0576,-7.361,0.0482,123.024,0.507,4,5,1,spotify:track:2KklXplRtxMsBYo474Es0w,2016,2020,alpha,C1518
Carrousel - Short Version,Carrousel (Short Version),NTO,2017-04-07,257851,55,0.0418,0.662,0.429,0.882,0.105,-12.522,0.0437,121.034,0.15,4,4,1,spotify:track:5WL6VbqrAs7qYsMkCvShoN,2017,2020,alpha,C1524
"Piano Sonata No. 1 in C Major, K. 279- III. Allegro",Mozart: Piano Works Vol. 1,Wolfgang Amadeus Mozart,2019-04-05,204693,0,0.991,0.426,0.211,0.895,0.106,-19.108,0.0414,97.743,0.56,4,0,1,spotify:track:1oV9EH8w4hbvhGZTSaNLnf,2019,2020,alpha,C1547
The Eponym,The Loop - EP,Chill Bump,2012-12-04,144869,0,0.284,0.756,0.646,0.0,0.569,-6.898,0.276,160.261,0.803,4,1,1,spotify:track:5xRoZqrP6dueYhZy5EW9jK,2012,2020,alpha,C1571
Tum Rakak,Stachelight,Deluxe,2016-01-22,276201,59,0.29,0.832,0.53,0.0,0.119,-4.92,0.0537,122.053,0.712,4,10,0,spotify:track:2C2SY9l26IT3guKqQoMMSr,2016,2020,alpha,C1588
"The Four Seasons, Violin Concerto No. 2 in G Minor, RV 315 ""L'estate"": III. Tempo impetuoso d'estate",Vivaldi: The Four Seasons,Antonio Vivaldi,1999-12-30,150666,57,0.874,0.364,0.571,0.867,0.121,-15.596,0.0453,84.899,0.38,1,6,1,spotify:track:0VQMAup2VdeQWLCvM14Uz2,1999,2020,alpha,C1605
Every Time,Volta,Boogie Belgique,2016-09-23,241743,54,0.0754,0.675,0.603,0.319,0.165,-6.985,0.0413,79.003,0.169,4,7,1,spotify:track:3MDkws8QGzLrMrWVAbzoXO,2016,2020,alpha,C1674
Jazz Suite No. 2: VI. Waltz No. 2,The Very Best of Shostakovich,Dmitri Shostakovich,2006-04-18,198360,43,0.984,0.307,0.177,0.919,0.091,-18.838,0.0332,103.878,0.348,4,0,0,spotify:track:7H31EDn7KsAbZ74jRGZc3N,2006,2020,alpha,C1701
Rej,Tumult,MEUTE,2017-10-13,331707,42,0.511,0.81,0.746,0.899,0.103,-7.555,0.0419,122.992,0.471,4,1,0,spotify:track:76NmJpsXiPAmMdcCsPXHyu,2017,2020,alpha,C1749
True Sorry,Illusions,Ibrahim Maalouf,2013-11-05,291303,55,0.585,0.288,0.454,0.882,0.177,-7.639,0.0369,123.143,0.0792,4,4,0,spotify:track:5EzGOkUwkRUXYAyvjlEHah,2013,2020,alpha,C1765
"Nocturne en Mi Bémol Majeur, Op. 9 No. 2","Chopin: Nocturnes, Vol. 1",Frédéric Chopin,2010-05-18,268426,62,0.99,0.427,0.0451,0.913,0.112,-24.698,0.041,119.78,0.0707,3,3,1,spotify:track:7n92QzQomRCLlciO14X0kd,2010,2020,alpha,C1767
Rebirth (No Solo),Orion,Two Steps from Hell,2019-12-01,351999,19,0.0276,0.367,0.67,0.835,0.125,-11.234,0.0543,120.005,0.0745,4,0,0,spotify:track:65GWabLp1fDWizZvT8SZNQ,2019,2020,alpha,C1773
La Moldau,Dvorak : Symphonie du nouveau monde smetana : La moldau,Antonín Dvořák,1994,809452,40,0.876,0.109,0.146,0.779,0.08,-16.413,0.0327,80.727,0.037,4,7,1,spotify:track:5BfYMZUqH60CizAC6zgx7s,1994,2020,alpha,C1846
Tango Del Fuego,Tango Del Fuego,Parov Stelar,2020-06-05,183870,42,0.164,0.864,0.619,7.39e-05,0.175,-6.817,0.234,123.991,0.777,4,0,0,spotify:track:1v7XW3sjTimEUI22vSoFR1,2020,2020,alpha,C1851
You & Me,You & Me,MEUTE,2018-05-30,306422,60,0.652,0.661,0.548,0.265,0.0913,-4.053,0.0407,75.068,0.0954,4,10,0,spotify:track:1MdbDBwEEecnlLiyWChJFh,2018,2020,alpha,C1946
Prince Vince,With Julia,Kid Francescoli,2014-04-21,151180,59,0.0994,0.666,0.702,0.773,0.0756,-7.242,0.0314,112.128,0.845,4,11,0,spotify:track:6xHOialdbeqfsgto0tLlZp,2014,2020,alpha,C1964
Ain't No Mountain High Enough,United,Marvin Gaye,1967-08-29,151666,87,0.43,0.663,0.6,0.0,0.184,-10.87,0.032,129.991,0.8,4,7,1,spotify:track:7tqhbajSfrz2F7E1Z75ASX,1967,2020,alpha,C1976
Wonderland,<I°_°I>,Caravan Palace,2015-10-16,190554,45,0.314,0.772,0.817,0.00338,0.0761,-4.688,0.265,104.04,0.523,4,6,0,spotify:track:7pgAiDWreHX7CEqwlPBBpK,2015,2020,alpha,C2062
"Peer Gynt, Op. 23: IV. In the Hall of the Mountain King",Fright Night: Music That Goes Bump in the Night,"The Philadelphia Orchestra, The Cleveland Orchestra",1961,144733,53,0.926,0.442,0.216,0.944,0.144,-17.569,0.0555,118.779,0.574,4,7,1,spotify:track:5zhuWncJsBKrQ1HhmAKNAg,1961,2020,alpha,C2083
Ignorant,Persistence,WHIPPED CREAM,2017-09-19,183429,37,0.443,0.482,0.36,0.629,0.119,-8.323,0.0675,180.131,0.0286,4,9,1,spotify:track:51Ewo6PHmCgt17vHxSUOIi,2017,2020,alpha,C2115
I Get the Job Done,Ego Trip,Chill Bump,2014-11-04,264312,0,0.24,0.749,0.514,6.29e-06,0.0614,-9.809,0.146,88.832,0.602,4,11,0,spotify:track:79s4fQXaadLvF2l5AkGwUd,2014,2020,alpha,C2189
The Mojo Radio Gang,Coco EP,Parov Stelar,2009-08-27,161373,26,0.114,0.727,0.787,0.814,0.117,-7.043,0.0386,128.102,0.348,4,8,1,spotify:track:10IpSi7105dMkhJCVholdC,2009,2020,alpha,C2250
"Serenade In G Major ""Eine Kleine Nachtmusik"", K. 525: I. Allegro",Mozart: Night Music - Serenades Nos. 6 & 13; A Musical Joke; Adagio & Fugue,Wolfgang Amadeus Mozart,2003,466133,50,0.728,0.389,0.0448,0.000198,0.238,-24.181,0.0493,147.991,0.335,4,6,1,spotify:track:4GRDiNU8fkizXz4rDX9gS5,2003,2020,alpha,C2260
"Tchaikovsky: 1812 Overture in E-Flat Major, Op. 49 (Excerpt)",50 Best Classics,Various Artists,2010-02-26,215133,40,0.835,0.299,0.587,0.937,0.0861,-10.685,0.0583,110.345,0.205,4,3,1,spotify:track:68BzQ8inpZts9NGPFSboJD,2010,2020,alpha,C2286
Les gens qui doutent,Favourite songs,Vincent Delerm,2007-10-29,216400,45,0.922,0.383,0.526,0.000813,0.764,-12.047,0.0872,94.824,0.32,3,2,0,spotify:track:0rJZpj5wxVBCVBUoqildQj,2007,2020,alpha,C2314
The Girl From Ipanema,The Girl From Ipanema - The Bossa Nova Years,Stan Getz,01/01/1989,321826,60,0.909,0.664,0.194,3.85e-05,0.0829,-15.487,0.0357,129.863,0.443,4,5,0,spotify:track:3898C4AbdbptwYet6547e5,1989,2020,alpha,C2342
Smokid All Stars,Running to the Moon,Smokey Joe & The Kid,2016-03-25,497189,0,0.272,0.68,0.814,0.0,0.18,-5.013,0.318,92.301,0.606,4,2,1,spotify:track:2Aw2rpcShFOFJTsDjv67vQ,2016,2020,alpha,C2384
Swing Thing,Time For A Boogie,Boogie Belgique,2013-01-23,230400,44,0.595,0.7,0.71,0.575,0.113,-8.5,0.0262,99.966,0.521,4,8,1,spotify:track:1evyB64vrcp7O3DxU1Q7sB,2013,2020,alpha,C2389
The Game,The Game,Smokey Joe & The Kid,2014-05-12,245052,0,0.0191,0.718,0.859,0.00797,0.611,-4.745,0.245,94.993,0.822,4,5,0,spotify:track:6YOBgr0pj7MDlKpLbhmVyn,2014,2020,alpha,C2401
Bakara,Caravelle (Deluxe),Polo & Pan,2018-07-13,421760,48,0.106,0.825,0.524,0.00475,0.0765,-8.706,0.0522,115.003,0.537,4,8,0,spotify:track:5Sl1RVQbD9PigheYMG7yAP,2018,2020,alpha,C2410
"Piano Sonata No. 3 in B-Flat Major, K. 281- III. Rondeau. Allegro",Mozart: Piano Works Vol. 1,Wolfgang Amadeus Mozart,2019-04-05,306906,0,0.989,0.398,0.213,0.928,0.145,-15.638,0.0424,75.224,0.509,4,10,1,spotify:track:1OtvLTpqxkjPvUiL6nT0ED,2019,2020,alpha,C2421
Faidherbe Square,Curses from Past Times EP,Proleter,2011-11-22,207336,47,0.0239,0.785,0.542,0.931,0.105,-9.846,0.0817,175.946,0.975,4,8,0,spotify:track:2hHNFmRgj2KUCeCcJH0QLP,2011,2020,alpha,C2443
Moon Over Bourbon Street,The Dream Of The Blue Turtles,Sting,01/01/1985,240306,50,0.67,0.413,0.0563,0.000126,0.102,-22.264,0.041,124.977,0.183,4,5,0,spotify:track:3KF1EXX2zGfVtGeZKiClB0,1985,2020,alpha,C2500
Jailhouse Blues,Smokid Inc.,Smokey Joe & The Kid,2015-07-14,216000,0,0.562,0.489,0.822,0.000325,0.226,-4.5,0.148,75.024,0.429,4,5,0,spotify:track:6gFUlhH0KZIdULdajDGcub,2015,2020,alpha,C2537
Discogirls - Discofunk Version,Discogirls,Timewarp Inc,2018-03-23,325725,11,0.0229,0.72,0.857,0.841,0.0369,-5.841,0.0426,120.005,0.938,4,11,0,spotify:track:6Fb49lK2RhLb7OqMqOcg8q,2018,2020,alpha,C2563
"Piano Sonata No. 3 in B-Flat Major, K. 281- II. Andante amoroso",Mozart: Piano Works Vol. 1,Wolfgang Amadeus Mozart,2019-04-05,227693,0,0.993,0.322,0.119,0.884,0.14,-19.471,0.0449,83.542,0.29,3,3,1,spotify:track:3aoTEmSgpHKCyFkYQBFdWh,2019,2020,alpha,C2612
Lone Digger,<I°_°I>,Caravan Palace,2015-10-16,229804,54,0.592,0.767,0.938,0.0193,0.118,-4.433,0.0505,123.992,0.868,4,5,0,spotify:track:750jVPZnBVLItCUxaRR5iC,2015,2020,alpha,C2688
"Piano Sonata No. 1 in C Major, K. 279- II. Andante",Mozart: Piano Works Vol. 1,Wolfgang Amadeus Mozart,2019-04-05,268266,0,0.992,0.387,0.0841,0.904,0.11,-23.562,0.0449,81.186,0.193,1,5,1,spotify:track:10SWdSIEL1fDCCXBKpFHXB,2019,2020,alpha,C2720
It's Only A Paper Moon,The Nat King Cole Story,Nat King Cole,1991-01-01,177733,37,0.971,0.713,0.168,3.94e-05,0.117,-15.195,0.047,141.902,0.609,4,8,1,spotify:track:7pVEMg7yPouZrE6h6iZAgy,1991,2020,alpha,C2731
"Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande",Handel Sarabande,George Frideric Handel,2002,207266,68,0.927,0.0939,0.0336,0.83,0.0954,-24.041,0.0606,67.359,0.0516,3,2,0,spotify:track:1upQiytDIEZfl9ItruoXuC,2002,2020,alpha,C2783
"Symphony No. 9 In D Minor, Op. 125 - ""Choral"" - ""Europa Hymn"": Europa Hymn",Karajan - 1970s,Herbert von Karajan,2013-01-01,140813,1,0.715,0.198,0.334,0.861,0.0637,-13.836,0.0317,93.824,0.363,4,2,1,spotify:track:4otflKSrlmhKY8mB3a4EsI,2013,2020,alpha,C2800
"Acapulco, dos de la tard",Heavenly Sweetness Sampler #3,Various Artists,2013-12-14,184750,39,0.0165,0.787,0.333,0.000173,0.0824,-8.009,0.035,112.92,0.55,4,0,1,spotify:track:4qPzX5KPnxMcDE1uxxwiap,2013,2020,alpha,C2838
Matilda,"Coco, Pt. 2",Parov Stelar,2009-08-28,203680,40,0.00405,0.689,0.771,0.153,0.13,-9.054,0.0295,129.99,0.965,4,4,0,spotify:track:3JVqjhsCleb0xn6OjCzxLD,2009,2020,alpha,C2849
Le fil,Péché originel,Face à la mer,2007,222306,0,0.924,0.585,0.206,0.0,0.0854,-12.834,0.146,144.011,0.513,4,9,0,spotify:track:6NsBQjKNJPVLt0qHFOFnim,2007,2020,alpha,C3003
"Vivaldi: The Four Seasons, Violin Concerto in G Minor, Op. 8 No. 2, RV 315 ""Summer"": III. Presto",Vivaldi: The Four Seasons,Antonio Vivaldi,1989-09-25,173426,60,0.876,0.362,0.569,0.91,0.327,-15.394,0.0345,148.692,0.746,3,7,0,spotify:track:2nnXe7n3Vivs7OfQKRsfWD,1989,2020,alpha,C3029
Comin' Up Swinging,Comin' Up Swinging,Atom Smith,2020-06-05,215625,25,0.00935,0.763,0.8,0.0328,0.185,-6.255,0.0422,127.958,0.624,4,0,0,spotify:track:6WX3at916hQGnPZKqzZ1Mj,2020,2020,alpha,C3070
My Game,The Deluxe Family Show,Deluxe,2013-09-23,215410,52,0.25,0.79,0.726,0.0,0.0787,-4.919,0.0604,114.953,0.889,4,1,1,spotify:track:22e6sT2Pu8kXpJeItO0xGg,2013,2020,alpha,C3098
Never Let You Go,Atlantic Ballroom,Waldeck,2018-10-12,193626,0,0.408,0.838,0.718,0.677,0.113,-9.73,0.0305,111.98,0.929,4,0,0,spotify:track:7AyHtPNolrWSyRYY0jLLFV,2018,2020,alpha,C3111
Sweet Dreams (Are Made of This) - Remastered,Sweet Dreams (Are Made Of This),Eurythmics,1983-01-04,216933,86,0.225,0.692,0.711,0.0,0.12,-7.498,0.0317,125.135,0.875,4,0,0,spotify:track:1TfqLAPs4K3s2rJMoCokcS,1983,2020,alpha,C3140
"Serenade for Strings in E Major, Op. 22, B. 52: II. Tempo di valse","Dvořák: Serenade for Strings, Czech Suite",Antonín Dvořák,1991-01-01,432533,69,0.755,0.0,0.0842,0.889,0.262,-19.397,0.0,0.0,0.0,0,9,1,spotify:track:3sAYxq1986j3ydqLv6jwUJ,1991,2020,alpha,C3174
"Piano Sonata No. 3 in B-Flat Major, K. 281- I. Allegro",Mozart: Piano Works Vol. 1,Wolfgang Amadeus Mozart,2019-04-05,236200,0,0.99,0.378,0.199,0.932,0.123,-17.798,0.0419,114.917,0.548,4,10,1,spotify:track:7LJi1inkH8Ns6wLbZCBkCC,2019,2020,alpha,C3176
El arte de Cúchares (Pasodoble Torero),Pasodobles Taurinos,Unidad de Música de la Guardia Real,2007-07-03,199586,21,0.951,0.432,0.348,0.721,0.177,-8.515,0.0347,113.117,0.442,4,0,0,spotify:track:3UVxBMRC1idOsgjF02FAEO,2007,2020,alpha,C3186
Making Music,The Deluxe Family Show,Deluxe,2013-09-23,243815,30,0.0109,0.681,0.869,6.82e-05,0.112,-4.025,0.0295,112.029,0.71,4,10,1,spotify:track:7lulh8F5BHRj3k2oHMTH93,2013,2020,alpha,C3219
"Piano Sonata No. 4 in E-Flat Major, K. 282- II. Menuettos I & II",Mozart: Piano Works Vol. 1,Wolfgang Amadeus Mozart,2019-04-05,279133,0,0.991,0.435,0.102,0.9,0.108,-18.968,0.0529,112.16,0.449,3,3,1,spotify:track:6H8bCQ1KsdC3U3UjxqXUkj,2019,2020,alpha,C3255
Dance With Me,Dance With Me,Dirty Honkers,2019-02-22,214117,29,0.0158,0.774,0.573,0.0628,0.132,-9.315,0.0647,101.976,0.475,4,1,1,spotify:track:3VerYSeA9fDRLDCpb9JzSW,2019,2020,alpha,C3295
Panama,The Wanderings Of The Avener,The Avener,2015-01-19,275453,34,0.076,0.705,0.843,0.616,0.0978,-5.395,0.0232,105.956,0.443,4,8,0,spotify:track:5emkarqOu9uMTCukqs9vN0,2015,2020,alpha,C3384
Egoraphobia,Boys & Girl,Deluxe,2019-06-07,202106,40,0.165,0.732,0.694,0.000127,0.094,-6.728,0.0758,102.006,0.93,4,4,0,spotify:track:5GMDdUHg3J1dcaxVpsYTaL,2019,2020,alpha,C3460
Horny - Electro Swing Version,Horny,Pisk,2020-05-08,210708,45,0.0652,0.782,0.665,1.52e-05,0.126,-7.592,0.0605,126.985,0.726,4,6,0,spotify:track:5KdJVf0tqurkIDdBEbIJVG,2020,2020,alpha,C3462
"Piano Sonata No. 1 in C Major, K. 279- I. Allegro",Mozart: Piano Works Vol. 1,Wolfgang Amadeus Mozart,2019-04-05,270666,0,0.988,0.365,0.165,0.884,0.102,-20.471,0.0384,91.977,0.503,4,0,1,spotify:track:1Rif46fP4Hz5TapoUmQdPD,2019,2020,alpha,C3463
Autumn Leaves,Songbird 20,Eva Cassidy,02/03/2018,282640,51,0.956,0.41,0.0804,0.0326,0.0976,-16.433,0.0395,147.019,0.195,4,10,0,spotify:track:76rNA8RYBC1WgspUaOVZsB,2018,2020,alpha,C3532
Lost In The Rhythm,Lost In The Rhythm,Jamie Berry,2016-05-17,186544,57,0.00844,0.879,0.849,0.371,0.0689,-6.115,0.182,120.995,0.732,4,9,0,spotify:track:35nsl8YiBIYw1YdNmkmhnk,2016,2020,alpha,C3539
I've got that tune,Groove Sessions,Chinese Man,2007-01-09,269986,54,0.385,0.775,0.785,0.824,0.645,-5.563,0.0434,90.119,0.81,4,4,0,spotify:track:6ZOeDXutLpSGqA1sSL6LrL,2007,2020,alpha,C3648
"Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto","Beethoven: Piano Sonatas, Vol.3",Ludwig van Beethoven,2007-09-25,315426,72,0.995,0.184,0.00527,0.887,0.173,-37.264,0.0432,170.612,0.151,3,1,0,spotify:track:3DNRdudZ2SstnDCVKFdXxG,2007,2020,alpha,C3659
Fade Out Lines - The Avener Rework,The Wanderings Of The Avener,The Avener,2015-01-19,276600,59,0.0163,0.876,0.731,0.0926,0.101,-5.833,0.0325,119.011,0.699,4,1,0,spotify:track:1gOANd4qcnkftl869IOvBu,2015,2020,alpha,C3719
