name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user
Free,Free,Raizer,2018-06-01,243419,0,0.000778,0.356,0.988,9.76e-06,0.135,-0.735,0.103,174.093,0.31,4,8,1,spotify:track:23gF2YEcDKBS0pJNUFmqSE,2018,2021,zeta
Black Lambo,Death & Glory,Lazerpunk,2018-01-31,234510,38,0.0255,0.704,0.941,0.817,0.266,-4.751,0.0736,119.971,0.766,4,8,1,spotify:track:7cIbS6n0en7OnZjwnMgeGT,2018,2021,zeta
Миражи,ЛАБИРИНТЫ,Chernoburkv,2020-01-19,256060,15,0.00123,0.532,0.955,0.75,0.519,-7.618,0.426,135.021,0.139,4,5,0,spotify:track:4jupgx7acq4VToXEvAUakp,2020,2021,zeta
Lair of the Dragon,Lair of the Dragon,Wolf and Raven,2018-09-15,403204,30,0.00097,0.245,0.922,0.948,0.153,-6.269,0.0545,125.075,0.183,4,10,0,spotify:track:2k8vy6MoYbHdoWobIGyRFP,2018,2021,zeta
Бурятия,Выход,Убийцы Crystal,2020-12-18,156342,27,0.0428,0.612,0.719,0.001,0.0948,-7.214,0.0401,174.919,0.219,4,10,0,spotify:track:5jCp52c49KnnnZzkIgSmbM,2020,2021,zeta
Freedom Bill,More than Just a Name,Infected Mushroom,2020-03-23,372990,36,0.014,0.717,0.847,0.877,0.109,-8.419,0.0555,135.0,0.34,4,1,1,spotify:track:3wmrX0zKsIt30tQWBsltMN,2020,2021,zeta
Turbo Killer,TRILOGY,Carpenter Brut,2015,208972,60,6.72e-05,0.312,0.755,0.076,0.272,-1.673,0.067,147.162,0.288,4,5,0,spotify:track:10qbHF920zH5K8C8IcE5AL,2015,2021,zeta
Electric Eye - Instrumental,A Matter of Time,Celldweller,2019-04-18,323742,0,3.19e-05,0.5,0.946,0.784,0.101,-3.869,0.097,175.049,0.54,4,7,1,spotify:track:3KYK81QE6MiL1kjClzAXog,2019,2021,zeta
• Tales,Hotel Paranoia,Jazz Cartier,2016-02-03,202066,25,0.0369,0.763,0.489,0.0,0.167,-10.542,0.122,108.008,0.622,4,7,1,spotify:track:3Tr4G2UOXlKkSq6NI3OJaz,2016,2021,zeta
Rokudan,"The Art of the Koto, Vol. 1: Works from the Edo Period",Satomi Fukami,2000-01-01,378360,18,0.9,0.571,0.202,0.923,0.0672,-16.927,0.0847,99.106,0.105,4,5,0,spotify:track:57RzDwvm1UaYrL9mAFFMcj,2000,2021,zeta
Сон,Выход,Убийцы Crystal,2020-12-18,137619,12,0.000259,0.677,0.868,0.284,0.515,-7.843,0.0387,120.001,0.143,4,1,1,spotify:track:2jYYz2Bjb64jcTyIKD4OOK,2020,2021,zeta
Бескайфовая,Выход,Убийцы Crystal,2020-12-18,219392,14,0.172,0.809,0.458,0.0425,0.0851,-9.586,0.05,109.988,0.206,4,1,1,spotify:track:4FkEk6AURtNsJBEkQkFkAu,2020,2021,zeta
Сама Сатана пришла,Выход,Убийцы Crystal,2020-12-18,141793,9,0.0318,0.697,0.606,0.0155,0.0816,-7.689,0.0417,100.04,0.239,4,1,1,spotify:track:5VGxE0aLUXr0qa86w1E7Ug,2020,2021,zeta
Ectogenesis,The Madness Of Many,Animals As Leaders,2016-11-11,295693,0,5.25e-05,0.626,0.87,0.864,0.0933,-7.4,0.044,118.007,0.594,4,1,1,spotify:track:2iG3f8JUFgLIVddPlP1zap,2016,2021,zeta
Screams and Whispers,The Shape,Dance With the Dead,2016-02-06,290232,36,2.41e-06,0.423,0.961,0.884,0.121,-4.949,0.0807,129.004,0.142,4,11,0,spotify:track:5diYEPXX1eogo6iEuSgUQw,2016,2021,zeta
Astrid,Bad Blood,The Encounter,2018-08-14,296744,41,0.000502,0.462,0.854,0.896,0.11,-10.331,0.034,110.017,0.058,4,2,1,spotify:track:731wnLuIxBdoqArAo7ls5U,2018,2021,zeta
Head of NASA,Head of NASA and the 2 Amish Boys,Infected Mushroom,2018-12-12,465148,40,0.0223,0.441,0.722,0.874,0.137,-6.827,0.0651,145.026,0.0796,4,5,0,spotify:track:7Kxogd5x9y4jsfSk56va2q,2018,2021,zeta
Inner Assassins,The Madness Of Many,Animals As Leaders,2016-11-11,329560,0,0.00164,0.287,0.841,0.762,0.0755,-7.595,0.176,58.217,0.321,4,11,1,spotify:track:3kt0MiWmUr55mNpOyizm83,2016,2021,zeta
The Trails,Fortitude,Gojira,2021-04-30,247286,45,0.039,0.624,0.784,0.2,0.182,-6.877,0.0306,126.007,0.151,4,9,0,spotify:track:3w3Niv9YyqdPAdFsnu3Hj8,2021,2021,zeta
Virus,Covenant (Deluxe Edition),Lazerpunk,2020-09-04,233567,25,0.026,0.715,0.686,0.825,0.108,-6.006,0.0437,109.007,0.103,4,7,1,spotify:track:2AFfdH7ocy7TC8pSLfmk8W,2020,2021,zeta
Horizon,The Shape,Dance With the Dead,2016-02-06,372727,34,0.000201,0.495,0.872,0.957,0.258,-5.853,0.054,132.033,0.0355,4,5,0,spotify:track:3k43qX8ltLMgDM7xdC9o1W,2016,2021,zeta
Grind,Fortitude,Gojira,2021-04-30,334091,46,3.41e-05,0.261,0.963,0.956,0.309,-5.306,0.0503,113.015,0.271,4,2,0,spotify:track:0EDk9FulhYuWOANSW7wvLT,2021,2021,zeta
More of Just the Same,More than Just a Name,Infected Mushroom,2020-03-23,428556,42,0.0659,0.58,0.704,0.538,0.0948,-6.819,0.105,139.978,0.114,4,2,1,spotify:track:3c9DkPaBKxwVETIxQhQydW,2020,2021,zeta
Her Ghost,The Shape,Dance With the Dead,2016-02-06,289218,37,8.67e-06,0.487,0.818,0.175,0.114,-4.317,0.037,128.012,0.111,4,1,1,spotify:track:3v2jc9yGbSKKgVEn3k51AZ,2016,2021,zeta
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 1. Adagio",Hilary Hahn plays Bach: Violin Sonatas Nos. 1 & 2; Partita No. 1,Johann Sebastian Bach,2018-10-05,284840,38,0.989,0.159,0.0894,0.0149,0.685,-20.277,0.0463,84.247,0.184,4,7,0,spotify:track:2lh5pqyvcUnXpsGRzhm737,2018,2021,zeta
Diabolic,The Shape,Dance With the Dead,2016-02-06,259834,49,0.000451,0.639,0.948,0.372,0.389,-5.04,0.181,121.016,0.328,4,4,0,spotify:track:68ngtC3pGiTjXcFwxYCJ7Z,2016,2021,zeta
Поезда,ЛАБИРИНТЫ,Chernoburkv,2020-01-19,191714,37,0.0326,0.659,0.769,0.214,0.0934,-7.586,0.0467,104.98,0.515,4,3,0,spotify:track:2XQroge1b9THKo8UMa92v3,2020,2021,zeta
Outro,Выход,Убийцы Crystal,2020-12-18,135428,5,0.277,0.407,0.842,0.00125,0.132,-8.942,0.0794,110.138,0.323,4,2,1,spotify:track:5iJklcvJZuA9abOpxM0p7a,2020,2021,zeta
Deviant,Bionic Chrysalis,DEADLIFE,2017-01-01,322075,38,0.0377,0.672,0.743,0.000689,0.299,-5.0,0.0558,105.995,0.246,4,1,1,spotify:track:4wOhPUptCNCCJK0OtjFzpy,2017,2021,zeta
Cold Planet,The Living Will Envy the Dead,We Are Magonia,2019-12-06,223689,22,0.0193,0.472,0.867,0.854,0.616,-7.635,0.0295,140.031,0.448,4,2,1,spotify:track:1qp3KXvpnLOavBva7gjHp5,2019,2021,zeta
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 3. Siciliana",Hilary Hahn plays Bach: Violin Sonatas Nos. 1 & 2; Partita No. 1,Johann Sebastian Bach,2018-10-05,211240,29,0.992,0.178,0.0817,0.000215,0.345,-19.69,0.0485,84.749,0.314,4,10,1,spotify:track:09XyQXLiimTDTBt2KWD1sk,2018,2021,zeta
Bad Apple!!,Bullet Hell,RichaadEB,2018-01-04,299130,0,8.64e-05,0.573,0.94,0.838,0.683,-4.505,0.0479,138.013,0.588,4,1,1,spotify:track:4Cf79mYekC12YWNw13Va8r,2018,2021,zeta
Clockwork - Original Mix,Lies,Hyper,2014-01-03,276000,49,9.49e-05,0.522,0.886,0.697,0.063,-6.484,0.058,99.992,0.158,4,10,0,spotify:track:4Zl87UYUFG5OJNPhzMTk20,2014,2021,zeta
Quietly into the Night,The Shape,Dance With the Dead,2016-02-06,176557,29,0.000686,0.366,0.459,0.699,0.104,-7.867,0.0337,121.896,0.0364,4,4,0,spotify:track:5BeXuZqe6A9evsq15vPlOE,2016,2021,zeta
Electric Eye,A Matter of Time,Celldweller,2019-04-18,323742,0,4.68e-05,0.488,0.946,0.114,0.114,-3.565,0.104,175.01,0.6,4,7,1,spotify:track:18QOonVf4txDiTGg7QUoAP,2019,2021,zeta
Canon,Canon,OVERWERK,2015-11-03,298282,0,0.000394,0.428,0.697,0.731,0.152,-6.437,0.05,123.66,0.179,4,8,0,spotify:track:2LlMpPUFlh4Ijocp8I0AAU,2015,2021,zeta
Андрей,Выход,Убийцы Crystal,2020-12-18,92000,21,0.00324,0.492,0.516,3.32e-06,0.103,-8.109,0.0447,75.074,0.0733,4,1,1,spotify:track:7J0QyXz4DzBhYxpd1h7BB1,2020,2021,zeta
Intro,The Living Will Envy the Dead,We Are Magonia,2019-12-06,66785,20,0.756,0.322,0.342,0.971,0.201,-10.295,0.0411,114.972,0.232,5,10,1,spotify:track:43lPZpOua2BdxQv27B97k8,2019,2021,zeta
The Living Will Envy the Dead,The Living Will Envy the Dead,We Are Magonia,2019-12-06,273188,41,0.00101,0.468,0.838,0.88,0.314,-7.924,0.0996,114.9,0.212,4,6,1,spotify:track:6l45DlUoOTzCGUjlF4aTwo,2019,2021,zeta
CONFIG.SYS,C​:\​​>CHKDSK /F,MASTER BOOT RECORD,2016-09-22,218749,45,0.000148,0.307,0.768,0.839,0.2,-8.454,0.0687,124.041,0.0341,4,7,1,spotify:track:0gWWHHxdPOGrda1IXGpDoY,2016,2021,zeta
A Matter of Time - Instrumental,A Matter of Time,Celldweller,2019-04-18,362482,0,1.06e-05,0.47,0.968,0.8,0.11,-4.668,0.0497,145.038,0.543,4,9,1,spotify:track:4ibDbODCx2yn3Ad7wmkrth,2019,2021,zeta
Arithmophobia,The Madness Of Many,Animals As Leaders,2016-11-11,361013,0,5.88e-05,0.308,0.962,0.843,0.141,-5.923,0.0732,112.681,0.38,4,11,0,spotify:track:3JHeDGTzb8RndNpq2MGclj,2016,2021,zeta
New Found,Fortitude,Gojira,2021-04-30,396634,50,5.52e-05,0.265,0.878,0.783,0.0404,-5.257,0.0631,105.134,0.314,4,7,0,spotify:track:3Kl4f3sVKb8iwQ8ZffHim6,2021,2021,zeta
Intro,Выход,Убийцы Crystal,2020-12-18,54870,6,0.106,0.381,0.837,0.923,0.119,-7.699,0.162,140.027,0.161,3,0,1,spotify:track:0ZnxUi4siyqppMi4ggBbgQ,2020,2021,zeta
My Disintegration,A Matter of Time,Celldweller,2019-04-18,380885,0,6.05e-05,0.236,0.903,0.154,0.105,-3.02,0.18,184.05,0.395,4,8,1,spotify:track:2XFtW0XtJNmBP2MnizCrT4,2019,2021,zeta
"Sonata for Violin Solo No. 1 in G Minor, BWV 1001: 4. Presto",Hilary Hahn plays Bach: Violin Sonatas Nos. 1 & 2; Partita No. 1,Johann Sebastian Bach,2018-10-05,202280,34,0.991,0.467,0.255,0.000978,0.221,-17.66,0.0566,125.297,0.915,3,7,0,spotify:track:0HB9QK0Eraem2k4JmR6ZWs,2018,2021,zeta
Saeed,Legend of the Black Shawarma,Infected Mushroom,2009-09-06,423720,48,0.00531,0.568,0.846,0.416,0.128,-5.565,0.0691,145.02,0.337,4,5,0,spotify:track:0S6npsazTIPiXfhlyg9yNx,2009,2021,zeta
Impossible Ascent (Searing Crags),The Messenger (Original Soundtrack) Disc I: The Past,Rainbowdragoneyes,2018-08-30,131097,24,0.00034,0.497,0.995,0.943,0.122,-6.071,0.057,124.983,0.873,4,5,0,spotify:track:7kjk1EklQ3HTCwt6CAOzUW,2018,2021,zeta
Riot,The Shape,Dance With the Dead,2016-02-06,227076,47,1.44e-05,0.626,0.878,0.103,0.0926,-4.951,0.223,130.028,0.231,4,11,1,spotify:track:5k3VFeS8Icp6OCc7qsW2ls,2016,2021,zeta
Hold On,Fortitude,Gojira,2021-04-30,330188,46,0.000919,0.226,0.923,0.744,0.377,-4.444,0.0694,134.09,0.0998,4,2,0,spotify:track:6wmt81xEPYc6UkXI2PEstE,2021,2021,zeta
Neo-Tokyo - Dance With The Dead Remix,Dreams of Neo-Tokyo (Deluxe Edition),Scandroid,2017-03-31,352105,51,1.64e-05,0.467,0.954,0.908,0.0856,-4.137,0.0414,122.004,0.061,4,0,0,spotify:track:44K1GCbNLf1NHlCaLaYONk,2017,2021,zeta
